Destination_ID,Destination_Name,State,City,Category,Description,Best_Season,Avoid_Season,Ideal_Duration_Days,Budget_Category,Budget_Per_Person_INR,Hotel_Cost_Per_Night_INR,Food_Cost_Per_Day_INR,Local_Transport_Cost_INR,Family_Friendly,Couple_Friendly,Solo_Friendly,Friends_Friendly,Kids_Friendly,Senior_Citizen_Friendly,Adventure_Level,Nature_Score,Historical_Score,Religious_Score,Shopping_Score,Nightlife_Score,Safety_Score,Cleanliness_Score,Accessibility,Average_Temperature_C,Rainfall_Level,Altitude_Meters,UNESCO_Heritage,Nearest_Airport,Nearest_Railway,Latitude,Longitude,Rating,Number_of_Reviews,Popular_Activities,Nearby_Attractions,Recommended_Months,Languages_Spoken,Famous_For,Suitable_For,Parking_Available,Pet_Friendly,Wheelchair_Accessible,Eco_Tourism,Image_URL
552,Goa Beaches,Goa,Panaji,Pilgrimage,Popular tourist destination,Winter,Summer,5,Medium,5000,3000,1000.0,1900,No,Y,N,NO,Yes,yes,4,4,10,4,6.0,7.0,5,1,Easy,26,High,686,no,Airport,Railway Station,24.169562,78.16648,4.7,32461,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Luxury Travelers,YES,No,yes,YES,https://example.com/image.jpg
553,Varanasi Ghats,uttar pradesh,Varanasi,Beach,Popular tourist destination,Winter,Summer,5 Days,Medium,250,1500,1000.0,1366,yes,N,N,YES,yes,NO,4,6,10,6,1.0,,6,10,Moderate,15,High,1608,yes,Airport,Railway Station,23.557944,92.679808,4.4,705,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Backpackers,Yes,Y,Yes,No,https://example.com/image.jpg
554,Mysuru Palace,Karnataka,Mysuru,Pilgrimage,Popular tourist destination,Winter,Summer,05 Days,Unknown,12000,100,,1198,No,yes,yes,No,N,YES,1,1,8,7,,6.0,2,5,Moderate,18,Low,1387,no,Airport,Railway Station,23.109705,80.006709,2.8,2614,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Family,Y,NO,N,No,https://example.com/image.jpg
555,Manali,Himachal Pradesh,Manali,Fort,Popular tourist destination,Winter,Summer,5 Days,Low,999999,3000,500.0,1719,NO,Yes,NO,Y,YES,NO,5,6,1,5,,,9,4,Difficult,8,Low,368,Y,Airport,Railway Station,18.273188,79.007406,2.7,5362,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Senior Citizens,no,N,no,YES,https://example.com/image.jpg
556,Manali,Himachal Pradesh,Manali,Religious,Popular tourist destination,Winter,Summer,5,Luxury,5000,1500,,1233,Yes,Y,No,YES,yes,No,6,3,5,4,,2.0,8,1,Difficult,23,High,2821,yes,Airport,Railway Station,19.579576,78.327503,4.8,15922,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Luxury Travelers,no,NO,No,no,https://example.com/image.jpg
557,Varanasi Ghats,Uttar Pradesh,Varanasi,Palace,Popular tourist destination,Winter,Summer,5 Days,Medium,999999,30000,,1140,No,Y,yes,N,Yes,NO,4,8,6,2,6.0,6.0,9,5,Difficult,10,Low,972,NO,Airport,Railway Station,14.662753,91.608157,2.6,41321,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Luxury Travelers,yes,Yes,no,YES,https://example.com/image.jpg
558,Varanasi Ghats,Uttar Pradesh,Varanasi,Desert,Popular tourist destination,Winter,Summer,5 Days,Low,250,3000,200.0,1752,NO,No,yes,Yes,Y,Y,7,5,1,9,,8.0,7,6,Difficult,32,Low,1614,NO,Airport,Railway Station,29.716947,83.280769,3.7,46204,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Backpackers,Y,N,Y,N,https://example.com/image.jpg
559,Munnar,Kerala,Munnar,Fort,,Winter,Summer,05 Days,Low,250,100,1000.0,1399,NO,no,Y,YES,no,N,5,7,8,2,2.0,5.0,6,9,Moderate,34,Medium,2084,NO,Airport,Railway Station,,,2.6,40044,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Backpackers,Yes,no,no,Y,https://example.com/image.jpg
560,Ooty,Tamil Nadu,Ooty,National Park,Popular tourist destination,Winter,Summer,5,Low,5000,30000,500.0,177,yes,Yes,no,NO,no,No,4,3,10,7,,1.0,2,8,Moderate,21,Medium,243,yes,Airport,Railway Station,11.171851,86.885501,3.2,2292,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Family,Yes,YES,no,N,https://example.com/image.jpg
561,Jaipur,Rajasthan,Jaipur,Pilgrimage,Popular tourist destination,Winter,Summer,5 Days,Unknown,250,3000,200.0,1012,N,YES,no,Y,yes,YES,1,1,9,5,7.0,5.0,3,6,Difficult,30,High,1710,NO,Airport,Railway Station,27.257614,89.074236,3.7,1282,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Backpackers,yes,N,No,YES,https://example.com/image.jpg
562,Amritsar,Punjab,Amritsar,Island,Popular tourist destination,Winter,Summer,5 Days,Unknown,999999,30000,,1879,No,NO,N,no,Y,YES,5,4,3,2,,8.0,4,1,NA,25,Medium,1599,NO,Airport,Railway Station,17.803648,85.15252,3.0,23017,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Backpackers,N,no,Y,N,https://example.com/image.jpg
563,Munnar,Kerala,Munnar,Religious,Popular tourist destination,Winter,Summer,5 Days,Luxury,12000,3000,500.0,222,No,NO,yes,YES,No,YES,7,3,2,7,,7.0,5,4,Easy,29,Medium,3019,No,Airport,Railway Station,28.286967,,4.7,32320,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Solo,N,No,YES,YES,https://example.com/image.jpg
564,Amritsar,Punjab,Amritsar,Desert,Popular tourist destination,Winter,Summer,5,Low,5000,1500,1000.0,1653,yes,No,N,NO,NO,Yes,4,5,1,4,10.0,,2,8,Difficult,37,High,3262,no,Airport,Railway Station,12.108132,,4.9,14399,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Friends,yes,Yes,yes,No,https://example.com/image.jpg
565,Varanasi Ghats,Uttar Pradesh,Varanasi,Wildlife,Popular tourist destination,Winter,Summer,5 Days,High,5000,1500,500.0,1207,N,YES,N,no,no,yes,0,1,6,8,9.0,6.0,1,7,Moderate,5,High,21,yes,Airport,Railway Station,31.958109,74.936726,2.7,3741,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Backpackers,No,NO,yes,N,https://example.com/image.jpg
566,Munnar,Kerala,Munnar,National Park,Popular tourist destination,Winter,Summer,5,Medium,999999,1500,200.0,1477,No,No,yes,Y,yes,Yes,0,4,10,9,3.0,,1,2,Difficult,20,Medium,1115,no,Airport,Railway Station,17.646787,85.027733,3.8,26498,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Friends,no,N,YES,Yes,https://example.com/image.jpg
567,Manali,Himachal Pradesh,Manali,Desert,Popular tourist destination,Winter,Summer,5,Unknown,12000,30000,200.0,740,NO,N,YES,yes,Yes,yes,3,4,1,8,,6.0,3,3,NA,12,High,3466,yes,Airport,Railway Station,19.077523,73.887084,2.5,16369,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Couple,N,Yes,N,Yes,https://example.com/image.jpg
568,Ooty,Tamil Nadu,Ooty,Religious,Popular tourist destination,Winter,Summer,5 Days,Unknown,250,3000,200.0,1331,Yes,N,NO,Y,YES,No,0,10,10,6,,7.0,1,10,Difficult,38,Low,2541,NO,Airport,Railway Station,24.920418,70.065818,4.8,34041,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Family,YES,N,no,NO,https://example.com/image.jpg
569,Goa Beaches,Goa,Panaji,Lake,Popular tourist destination,Winter,Summer,05 Days,Luxury,250,100,200.0,1170,yes,N,yes,NO,No,Y,3,8,10,3,5.0,,9,7,Easy,8,Medium,1377,Y,Airport,Railway Station,15.649931,96.512028,3.6,6790,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Couple,No,N,Y,YES,https://example.com/image.jpg
570,Jaipur,Rajasthan,Jaipur,Nature,Popular tourist destination,Winter,Summer,5,Medium,12000,100,1000.0,514,no,N,YES,NO,Yes,Yes,7,4,10,6,9.0,3.0,8,10,Easy,25,Low,2464,No,Airport,Railway Station,12.475828,79.402389,2.6,49935,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Other,Y,No,no,No,https://example.com/image.jpg
571,Varanasi Ghats,Uttar Pradesh,Varanasi,Adventure,Popular tourist destination,Winter,Summer,Five Days,High,250,100,500.0,456,N,no,Y,Yes,no,Y,3,2,8,8,,9.0,3,2,Easy,20,Low,1616,Yes,Airport,Railway Station,20.213197,82.15306,4.8,29986,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Couple,Yes,NO,Y,No,https://example.com/image.jpg
572,Amritsar,Punjab,Amritsar,Forest,Popular tourist destination,Winter,Summer,Five Days,Low,250,3000,,1888,N,Yes,Y,Yes,YES,yes,0,2,4,8,6.0,,6,5,Difficult,38,Medium,2401,YES,Airport,Railway Station,18.195153,95.644733,2.6,20868,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Friends,Yes,NO,no,YES,https://example.com/image.jpg
573,Jaipur,Rajasthan,Jaipur,Island,Popular tourist destination,Winter,Summer,05 Days,Low,250,100,,1534,No,yes,No,No,N,Yes,4,9,3,8,,,4,7,Difficult,24,High,2612,YES,,Railway Station,34.076105,82.336567,3.0,35466,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Solo,YES,yes,No,Y,https://example.com/image.jpg
574,Varanasi Ghats,Uttar Pradesh,Varanasi,Waterfall,Popular tourist destination,Winter,Summer,Five Days,Medium,12000,3000,200.0,1464,Y,N,No,YES,Yes,NO,0,4,10,2,5.0,,10,1,NA,8,High,298,Y,Airport,Railway Station,14.921998,80.118136,4.8,43357,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Friends,NO,NO,Yes,yes,https://example.com/image.jpg
575,Ooty,Tamil Nadu,Ooty,Nature,Popular tourist destination,Winter,Summer,5,High,5000,100,500.0,667,NO,yes,no,N,NO,Yes,6,6,1,6,8.0,,3,8,Easy,26,Low,1757,no,Airport,Railway Station,26.263364,89.044459,3.9,25781,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Friends,YES,Yes,yes,no,https://example.com/image.jpg
576,Jaipur,Rajasthan,Jaipur,Palace,Popular tourist destination,Winter,Summer,5,High,12000,3000,1000.0,297,NO,yes,yes,No,no,no,7,4,7,6,,7.0,3,2,Difficult,24,Low,1700,Yes,Airport,Railway Station,26.603321,93.218425,3.5,36719,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Other,yes,Y,NO,NO,https://example.com/image.jpg
577,Varanasi Ghats,Uttar Pradesh,Varanasi,Historical,Popular tourist destination,Winter,Summer,05 Days,Medium,999999,100,200.0,641,Yes,no,NO,N,YES,yes,2,3,5,7,7.0,8.0,2,9,Moderate,31,Medium,3040,YES,Airport,Railway Station,31.978711,81.728484,4.1,47957,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Family,no,YES,NO,YES,https://example.com/image.jpg
578,Ooty,Tamil Nadu,Ooty,Pilgrimage,Popular tourist destination,Winter,Summer,Five Days,Medium,12000,30000,200.0,336,No,yes,no,yes,Y,YES,7,6,4,10,,5.0,4,8,NA,7,Low,1095,YES,Airport,Railway Station,15.162544,70.053975,3.5,46725,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Solo,no,NO,No,yes,https://example.com/image.jpg
579,Manali,Himachal Pradesh,Manali,Pilgrimage,Popular tourist destination,Winter,Summer,Five Days,Low,250,1500,200.0,1450,no,Yes,YES,No,NO,Yes,3,6,10,5,3.0,,10,8,Easy,34,High,1721,N,Airport,Railway Station,18.280561,76.604272,3.5,33341,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Backpackers,N,YES,no,N,https://example.com/image.jpg
580,Munnar,Kerala,Munnar,Historical,Popular tourist destination,Winter,Summer,5 Days,Medium,5000,3000,1000.0,379,yes,Y,YES,NO,No,Yes,5,10,6,10,5.0,3.0,3,6,Moderate,27,High,3014,Yes,Airport,Railway Station,10.883252,78.805638,4.6,40613,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Senior Citizens,yes,N,yes,NO,https://example.com/image.jpg
581,Ooty,Tamil Nadu,Ooty,Desert,Popular tourist destination,Winter,Summer,Five Days,Unknown,999999,30000,500.0,968,yes,Y,Y,NO,NO,NO,4,9,5,8,9.0,,10,5,Moderate,23,Medium,1275,no,Airport,Railway Station,10.269674,92.368702,4.9,36375,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Backpackers,no,no,Y,Yes,https://example.com/image.jpg
582,Varanasi Ghats,Uttar Pradesh,Varanasi,Fort,Popular tourist destination,Winter,Summer,5,Low,5000,3000,200.0,1062,NO,no,No,no,N,no,3,6,6,3,8.0,,6,3,Difficult,13,High,3461,Y,,Railway Station,22.046893,,4.5,20280,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Luxury Travelers,no,YES,YES,no,https://example.com/image.jpg
583,Mysuru Palace,Karnataka,Mysuru,Palace,Popular tourist destination,Winter,Summer,Five Days,Medium,250,30000,200.0,1955,Y,No,N,YES,yes,Y,5,10,7,10,10.0,,6,10,Difficult,19,High,1821,yes,Airport,Railway Station,23.740374,84.122786,3.9,16381,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Couple,NO,Y,YES,Y,https://example.com/image.jpg
584,Goa Beaches,Goa,Panaji,Desert,Popular tourist destination,Winter,Summer,5 Days,High,250,100,,1002,no,yes,N,no,yes,No,0,8,4,9,,7.0,1,8,Difficult,32,Medium,2698,N,Airport,Railway Station,27.839444,74.455971,3.3,10485,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Friends,N,No,YES,N,https://example.com/image.jpg
585,Ooty,Tamil Nadu,Ooty,Religious,Popular tourist destination,Winter,Summer,5,High,250,100,500.0,357,YES,yes,yes,N,YES,NO,6,7,10,2,,9.0,2,9,Easy,30,Medium,475,YES,Airport,Railway Station,19.250277,87.777543,2.9,24140,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Backpackers,yes,Yes,YES,no,https://example.com/image.jpg
586,Varanasi Ghats,Uttar Pradesh,Varanasi,Desert,Popular tourist destination,Winter,Summer,5,Unknown,250,1500,,1299,No,no,N,YES,N,Yes,1,10,4,2,6.0,,9,2,Difficult,16,Low,863,NO,Airport,Railway Station,33.953725,96.896067,2.7,7207,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Friends,YES,no,yes,no,https://example.com/image.jpg
587,Jaipur,Rajasthan,Jaipur,Adventure,Popular tourist destination,Winter,Summer,05 Days,High,5000,1500,200.0,1333,yes,NO,NO,no,no,YES,7,8,10,8,9.0,10.0,6,3,NA,34,Low,2467,yes,Airport,Railway Station,19.236664,95.85651,4.9,26138,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Luxury Travelers,no,Yes,N,no,https://example.com/image.jpg
588,Mysuru Palace,Karnataka,Mysuru,Waterfall,Popular tourist destination,Winter,Summer,5 Days,High,5000,1500,,830,yes,YES,N,yes,No,yes,7,9,8,8,,,4,10,NA,32,Low,2148,NO,Airport,Railway Station,18.809952,94.286447,4.9,818,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Family,No,yes,no,no,https://example.com/image.jpg
589,Ooty,tamil nadu,Ooty,Lake,Popular tourist destination,Winter,Summer,5 Days,High,999999,100,200.0,551,YES,no,no,no,Y,No,3,9,9,7,,9.0,6,3,Difficult,26,Low,2647,Y,,Railway Station,34.755303,,3.8,23420,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Backpackers,No,YES,No,Y,https://example.com/image.jpg
590,Manali,Himachal Pradesh,Manali,Palace,Popular tourist destination,Winter,Summer,05 Days,Medium,12000,100,200.0,607,YES,No,YES,N,N,yes,4,1,3,8,,,1,10,NA,20,Medium,2201,NO,Airport,Railway Station,17.91691,88.170747,3.9,43314,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Luxury Travelers,No,yes,No,yes,https://example.com/image.jpg
591,Goa Beaches,Goa,Panaji,Nature,Popular tourist destination,Winter,Summer,05 Days,Low,999999,3000,1000.0,174,No,Y,YES,yes,YES,Y,0,9,8,9,8.0,3.0,9,2,Difficult,10,High,2524,YES,Airport,Railway Station,34.754125,78.307396,3.8,27328,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Family,NO,yes,no,no,https://example.com/image.jpg
592,Jaipur,Rajasthan,Jaipur,Fort,,Winter,Summer,5 Days,Low,5000,100,1000.0,1131,YES,no,YES,YES,NO,N,0,1,7,5,3.0,3.0,10,9,Difficult,30,Low,94,N,Airport,Railway Station,13.491757,95.83663,2.7,35894,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Other,N,Y,N,YES,https://example.com/image.jpg
593,Manali,Himachal Pradesh,Manali,Religious,Popular tourist destination,Winter,Summer,Five Days,Unknown,12000,1500,,1186,no,YES,yes,Y,yes,NO,5,7,4,7,,,4,10,NA,10,High,3096,Y,Airport,Railway Station,33.818645,75.575466,3.6,25225,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Luxury Travelers,No,No,N,NO,https://example.com/image.jpg
594,Goa Beaches,Goa,Panaji,Wildlife,Popular tourist destination,Winter,Summer,5,High,5000,1500,500.0,1423,Yes,no,Yes,Y,yes,YES,3,8,1,5,,3.0,10,10,Easy,6,Medium,1956,N,Airport,Railway Station,20.560742,82.973202,3.0,4714,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Friends,Y,yes,Yes,NO,https://example.com/image.jpg
595,Varanasi Ghats,Uttar Pradesh,Varanasi,Fort,Popular tourist destination,Winter,Summer,5 Days,Luxury,12000,1500,,1455,N,no,N,yes,NO,NO,4,7,10,4,10.0,,10,7,Easy,7,Medium,415,Yes,Airport,Railway Station,25.523089,95.309025,3.7,47168,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Solo,No,Yes,yes,NO,https://example.com/image.jpg
596,Jaipur,Rajasthan,Jaipur,Historical,Popular tourist destination,Winter,Summer,Five Days,High,250,100,500.0,1555,NO,Y,Y,Y,Yes,no,3,5,8,3,,,9,2,NA,14,Low,2741,No,Airport,Railway Station,31.994636,89.166582,4.1,40174,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Senior Citizens,Y,no,No,Y,https://example.com/image.jpg
597,Manali,Himachal Pradesh,Manali,Forest,Popular tourist destination,Winter,Summer,05 Days,Medium,12000,100,1000.0,1711,Y,N,NO,NO,no,Yes,7,9,8,5,1.0,8.0,1,4,NA,31,Low,1338,no,Airport,Railway Station,16.807065,86.962949,4.2,16103,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Other,N,N,N,N,https://example.com/image.jpg
598,Munnar,Kerala,Munnar,Wildlife,Popular tourist destination,Winter,Summer,5,Medium,250,30000,1000.0,1828,no,Y,no,No,yes,NO,1,10,6,4,,6.0,2,3,Easy,16,High,1443,N,Airport,Railway Station,8.752272,92.663031,4.4,14771,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Couple,NO,no,yes,no,https://example.com/image.jpg
599,Ooty,Tamil Nadu,Ooty,Religious,Popular tourist destination,Winter,Summer,5 Days,Low,5000,30000,200.0,1463,NO,NO,Y,yes,no,yes,1,10,10,8,,3.0,9,7,Moderate,5,High,1663,yes,Airport,Railway Station,24.832681,68.470513,,29954,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Solo,YES,No,yes,N,https://example.com/image.jpg
600,Varanasi Ghats,Uttar Pradesh,Varanasi,Lake,Popular tourist destination,Winter,Summer,5 Days,Unknown,5000,1500,500.0,224,Y,NO,YES,N,YES,NO,5,4,3,9,10.0,,7,4,NA,11,Low,2250,Y,Airport,Railway Station,26.997119,89.086206,4.2,49087,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Other,YES,NO,N,No,https://example.com/image.jpg
601,Goa Beaches,Goa,Panaji,Fort,Popular tourist destination,Winter,Summer,5 Days,Medium,12000,30000,200.0,1160,N,Y,no,NO,N,No,7,6,6,1,,,1,4,Difficult,30,Medium,1542,N,Airport,Railway Station,25.032733,,2.6,8985,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Family,Yes,NO,YES,Yes,https://example.com/image.jpg
602,Manali,Himachal Pradesh,Manali,Beach,Popular tourist destination,Winter,Summer,05 Days,Low,5000,30000,1000.0,1935,N,N,Yes,YES,yes,Y,7,8,6,9,8.0,,6,4,NA,31,Low,2582,yes,Airport,Railway Station,,79.639998,4.1,3059,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Senior Citizens,NO,NO,N,no,https://example.com/image.jpg
603,Varanasi Ghats,uttar pradesh,Varanasi,Beach,Popular tourist destination,Winter,Summer,05 Days,High,999999,30000,500.0,1941,yes,yes,No,YES,yes,N,4,3,7,2,1.0,6.0,5,3,Difficult,11,High,2164,NO,Airport,Railway Station,19.287768,80.110019,2.9,8449,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Family,Y,yes,No,yes,https://example.com/image.jpg
604,Munnar,Kerala,Munnar,Fort,Popular tourist destination,Winter,Summer,5 Days,Low,250,3000,200.0,1384,Y,No,N,no,NO,YES,4,6,9,10,2.0,,10,6,NA,25,Low,1276,No,Airport,Railway Station,32.241778,80.094462,3.0,47994,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Solo,Y,no,Yes,NO,https://example.com/image.jpg
605,Goa Beaches,Goa,Panaji,Lake,Popular tourist destination,Winter,Summer,Five Days,Medium,5000,1500,500.0,1527,no,no,NO,YES,N,N,3,7,7,7,10.0,,7,4,Moderate,21,Low,1631,N,Airport,Railway Station,32.278067,92.808103,2.6,24935,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Backpackers,NO,yes,Y,N,https://example.com/image.jpg
606,Goa Beaches,Goa,Panaji,Desert,Popular tourist destination,Winter,Summer,5 Days,Low,12000,100,500.0,574,Yes,no,NO,YES,N,YES,4,6,8,1,,,2,5,Moderate,28,High,3302,Y,Airport,Railway Station,14.657262,69.433463,,31923,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Solo,YES,yes,YES,yes,https://example.com/image.jpg
607,Mysuru Palace,Karnataka,Mysuru,Waterfall,Popular tourist destination,Winter,Summer,Five Days,High,5000,1500,,529,yes,Yes,yes,Y,no,No,4,1,1,5,1.0,8.0,5,5,Easy,37,Low,3162,N,Airport,Railway Station,25.905882,86.600795,3.8,24931,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Solo,YES,YES,N,N,https://example.com/image.jpg
608,Munnar,Kerala,Munnar,Lake,,Winter,Summer,5 Days,Medium,999999,100,,654,N,N,NO,Yes,YES,Y,5,2,2,2,6.0,2.0,1,6,Easy,31,Low,1414,NO,Airport,Railway Station,8.380387,,,22623,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Backpackers,Y,no,YES,N,https://example.com/image.jpg
609,Munnar,Kerala,Munnar,Wildlife,Popular tourist destination,Winter,Summer,Five Days,Low,12000,1500,200.0,684,no,yes,yes,yes,no,no,2,9,4,6,6.0,3.0,7,9,Moderate,7,Medium,1234,YES,Airport,Railway Station,8.492595,79.354997,2.5,30711,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Solo,N,Yes,NO,yes,https://example.com/image.jpg
610,Goa Beaches,Goa,Panaji,Desert,Popular tourist destination,Winter,Summer,05 Days,Unknown,5000,100,,1346,yes,NO,Y,NO,YES,Yes,2,2,10,2,1.0,5.0,9,1,Difficult,26,Low,1882,Yes,Airport,Railway Station,21.835281,80.290848,4.5,40652,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Couple,no,Y,Yes,no,https://example.com/image.jpg
611,Varanasi Ghats,Uttar Pradesh,Varanasi,Adventure,Popular tourist destination,Winter,Summer,Five Days,Low,12000,3000,200.0,408,no,Y,Y,YES,no,N,1,3,9,4,,,9,2,Easy,6,Low,1314,NO,Airport,Railway Station,32.409071,77.581236,3.0,16945,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Couple,Yes,NO,no,Yes,https://example.com/image.jpg
612,Jaipur,Rajasthan,Jaipur,National Park,Popular tourist destination,Winter,Summer,05 Days,Unknown,999999,100,200.0,380,yes,no,No,NO,Y,N,3,4,8,5,5.0,3.0,10,9,Moderate,18,Low,2301,N,Airport,Railway Station,18.864407,70.278992,4.6,21196,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Backpackers,NO,No,N,no,https://example.com/image.jpg
613,Jaipur,Rajasthan,Jaipur,Forest,Popular tourist destination,Winter,Summer,5,Medium,999999,30000,1000.0,852,YES,NO,YES,Yes,YES,YES,5,6,10,4,,,10,1,Moderate,20,Low,2705,NO,Airport,Railway Station,33.660772,75.21956,2.5,43829,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Backpackers,Yes,N,Y,yes,https://example.com/image.jpg
614,Goa Beaches,Goa,Panaji,Nature,Popular tourist destination,Winter,Summer,5 Days,Unknown,5000,100,500.0,1782,no,Y,No,yes,Y,No,6,8,5,3,10.0,5.0,8,1,NA,20,Medium,1941,Y,Airport,Railway Station,28.163851,81.161962,,611,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Luxury Travelers,NO,yes,No,No,https://example.com/image.jpg
615,Varanasi Ghats, Uttar Pradesh ,Varanasi,National Park,Popular tourist destination,Winter,Summer,5,Low,12000,3000,500.0,698,Y,No,Yes,no,Yes,Yes,5,1,3,1,9.0,,10,4,Easy,38,High,5,yes,Airport,Railway Station,15.591863,84.328823,3.5,12781,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Couple,N,no,yes,YES,https://example.com/image.jpg
616,Munnar,Kerala,Munnar,Palace,Popular tourist destination,Winter,Summer,05 Days,High,5000,100,500.0,1074,yes,yes,N,NO,Y,No,1,8,3,1,,10.0,5,7,Easy,16,High,2786,YES,Airport,Railway Station,27.69668,68.467072,3.1,26644,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Couple,yes,Y,no,N,https://example.com/image.jpg
617,Manali,Himachal Pradesh,Manali,Pilgrimage,Popular tourist destination,Winter,Summer,05 Days,Medium,12000,30000,,641,N,Yes,yes,YES,Y,YES,7,7,9,7,,,5,3,Moderate,34,Low,691,NO,Airport,Railway Station,8.119365,88.40726,2.7,41869,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Friends,N,No,Y,yes,https://example.com/image.jpg
618,Amritsar,Punjab,Amritsar,Nature,Popular tourist destination,Winter,Summer,05 Days,Unknown,12000,3000,500.0,1719,YES,YES,N,Yes,No,YES,2,10,4,4,,,4,4,Difficult,23,Medium,1304,NO,Airport,Railway Station,,95.3096,3.3,41128,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Senior Citizens,NO,No,no,yes,https://example.com/image.jpg
